68.62666	22180506.06	27.11746158
57.1178	10643534.83	13.78993413
58.38856	11622807.87	22.45768845
54.74688	8983332.942	17.62896493
57.06128	10601468.77	30.46636702
50.96788	6748174.093	17.29309394
56.61361	10272671.38	26.34655714
58.68752	11862685.88	15.7741688
54.08287	8555372.442	27.59768436
59.8051	12792425.12	13.28952976
61.69061	14483591.2	26.78933289
65.46669	18368831.66	16.93763241
65.8834	18841002.78	25.56655579
63.1197	15873025.15	15.31943415
58.97327	12095416.8	19.54862556
56.35058	10083088.1	13.03682101
55.40564	9423579.601	21.93479356
48.08718	5347086.837	11.00070527
44.21021	3820237.042	27.38659323
43.15916	3469700.063	12.31643639
38.72802	2249578.619	16.95588662
32.22338	1078162.87	22.34667525
19.22015	136466.8261	17.11081024
6.675771	1986.121087	45.87934637
11.57787	17968.61798	29.16581362
7.154886	2620.66117	14.85039944
9.94417	9778.543242	16.9836145
15.36388	55719.04007	12.76839708
7.593289	3324.449327	13.7594283
15.6257	59615.32665	18.15217901
13.82877	36570.77922	10.64647737
11.8396	19649.34691	23.11879071
7.866649	3829.650062	8.177298148
7.167477	2639.157033	21.35160697
1.443071	4.336614292	8.854475243
-5.013248	631.650373	19.3188319
4.114954	286.721288	12.10921084
4.214288	315.4255333	14.42809933
-1.634599	7.13912384	14.22077499
2.564409	43.2463212	13.07942979
-2.429864	34.86003886	18.46605578
13.07943	29265.45439	11.70320313
12.38946	23561.85676	53.1943816
3.668497	181.1142714	22.15865585
-5.925261	1232.622074	24.19144828
0.1746035	0.00092942	15.7205224
0.4445716	0.039063114	21.04634733
-5.210762	737.2333099	9.385394015
-5.850723	1171.758597	19.83635045
-3.40996	135.2063654	11.93582893
-2.87231	68.06521817	23.57488173
-1.036844	1.155722785	14.06816675
-1.44888	4.406864226	18.5733099
-5.283441	779.2332006	15.87513203
2.88133	68.9242429	15.49749698
0.1418819	0.000405236	19.67314133
4.205419	312.7786422	16.32672957
-6.640363	1944.317943	18.38331067
-6.685133	1997.285769	13.68009685
-1.657544	7.548493107	19.25035713
-6.032825	1324.594386	14.61619302
68.44395	21945236.29	37.66403129
58.67928	11856024.97	27.31890174
